,title,creator,checkouts,materialtype
27781,The king's curse / Philippa Gregory.,"Gregory, Philippa",1,BOOK
27729,Fatal music : a Captain Darac mystery / Peter Morfoot.,"Morfoot, Peter",1,BOOK
27661,The great escape : nine Jews who fled Hitler and changed the world / Kati Marton.,"Marton, Kati",1,BOOK
27665,Ship of fools / Katherine Anne Porter.,"Porter, Katherine Anne, 1890-1980",1,BOOK
27670,"Bio-young : get younger at a cellular and hormonal level / Roxy Dillon, BSc, MSc.","Dillon, Roxy",1,BOOK
27672,Sudden threat / A.J. Tata.,"Tata, A. J. (Anthony J.), 1959-",1,BOOK
27673,Hiking the Columbia River Gorge : a guide to the area's greatest hiking adventures / Russ Schneider ; revised by Jim Yuskavitch.,"Schneider, Russ, 1972-",1,BOOK
27699,Over the underworld / by Adam Shaughnessy.,"Shaughnessy, Adam, 1973-",1,BOOK
27700,"Haikyu!! 9, Desire / story and art by Haruichi Furudate ; translation, Adrienne Beck ; touch-up art & lettering, Erika Terriquez.","Furudate, Haruichi, 1983-",1,BOOK
27708,"Dế mèn phiêu lưu ký / Tô Hoài ; minh họa, Tạ Huy Long.","Tô Hoài, 1920-2014,",1,BOOK
27715,"Black Jack : the ballad of Jack Johnson / Charles R. Smith, Jr. ; illustrated by Shane W. Evans.","Smith, Charles R., Jr., 1969-",1,BOOK
27718,Portraits / Wolfgang Tillmans.,"Tillmans, Wolfgang, 1968-",1,BOOK
27727,Monsters on the loose! / by Bruce Hale ; illustration by Dave Garbot.,"Hale, Bruce",1,BOOK
27738,The arts and human development; a psychological study of the artistic process.,"Gardner, Howard, 1943-",1,BOOK
27772,"Celebrate Rosh Hashanah & Yom Kippur / Deborah Heiligman ; consultant, Shira Stern.","Heiligman, Deborah",1,BOOK
27741,Elric : the stealer of souls / Michael Moorcock ; illustrated by John Picacio.,"Moorcock, Michael, 1939-",1,BOOK
27744,Forge / Laurie Halse Anderson.,"Anderson, Laurie Halse",1,BOOK
27752,"The outer temple of witchcraft : circles, spells, and rituals / Christopher Penczak.","Penczak, Christopher",1,BOOK
27753,Finest hours : the true story of the U.S. Coast Guard's most daring sea rescue / Michael J. Tougias and Casey Sherman.,"Tougias, Mike, 1955-",1,BOOK
27754,Yosemite : art of an American icon / edited by Amy Scott.,,1,BOOK
27756,The rough guide to the Grand Canyon / written and researched by Greg Ward.,"Ward, Greg",1,BOOK
27758,"Ceramics, ways of creation : an exploration of 36 contemporary ceramic artists & their work / Richard Zakin.","Zakin, Richard",1,BOOK
27760,Traitor to his class : the privileged life and radical presidency of Franklin Delano Roosevelt / H.W. Brands.,"Brands, H. W.",1,BOOK
27768,"Blue exorcist. 10 / story & art by Kazue Kato ; translation & English adaptation, John Werry.","Katō, Kazue, 1980-",1,BOOK
27769,Breakout : a Parker novel / Richard Stark ; with a new foreword by Chris Holm.,"Stark, Richard, 1933-2008,",1,BOOK
27771,"Islam in Black America : identity, liberation, and difference in African-American Islamic thought / Edward E. Curtis IV.","Curtis, Edward E., 1970-",1,BOOK
27396,Emily Post's wedding etiquette / Anna Post and Lizzie Post ; with illustrations by Happy Menocal ; [foreword by Peggy Post].,"Post, Anna",1,BOOK
27392,Astonishing splashes of colour / Clare Morrall.,"Morrall, Clare",1,BOOK
28889,Miniature bonsai : the complete guide to super-mini bonsai / Terutoshi Iwai ; translated by Leeyong Soo.,"Iwai, Terutoshi,",1,BOOK
26992,This business of exploring.,"Andrews, Roy Chapman, 1884-1960",1,BOOK
27003,The Afghan / Frederick Forsyth.,"Forsyth, Frederick, 1938-",1,BOOK
27012,"The altered object : techniques, projects, inspiration / Terry Taylor.","Taylor, Terry, 1952-",1,BOOK
27016,Tea : a global history / Helen Saberi.,"Saberi, Helen",1,BOOK
27022,Building structures : understanding the basics / Malcolm Millais.,"Millais, Malcolm",1,BOOK
27029,"The collected stories of Robert Silverberg. Volume one, To be continued / Robert Silverberg.","Silverberg, Robert",1,BOOK
27031,Swedish handknits : a collection of heirloom designs / Sue Flanders and Janine Kosel ; foreword by Nina Clark and Curt Pederson of the American Swedish Institute.,"Flanders, Sue, 1960-",1,BOOK
27032,The Beatles : fab finds of the Fab Four / Noah Fleisher.,"Fleisher, Noah",1,BOOK
27040,Earth : the operators' manual / Richard B. Alley.,"Alley, Richard B.",1,BOOK
27045,Don't let him know : a novel in stories / Sandip Roy.,"Roy, Sandip",1,BOOK
27049,A twentieth century testimony / Malcolm Muggeridge ; introd. by Thomas Howard.,"Muggeridge, Malcolm, 1903-1990",1,BOOK
27052,"Feng shen yan yi / ce hua, Cui Yongmou, Xu Kejia ; yuan zhu, (ming) Xu Zhonglin ; gai xie, Wang Enze... [etc.] ; zhu yin, Jing Jing.","Xu, Zhonglin, active 16th century",1,BOOK
27068,Sara Moulton's everyday family dinners / Sara Moulton ; with photographs by Jamie Tiampo.,"Moulton, Sara, 1952-",1,BOOK
27075,The splendid things we planned : a family portrait / Blake Bailey.,"Bailey, Blake, 1963-",1,BOOK
27076,The nine lives of Romeo Crumb. Life four / L. Rifkin ; illustrations by Kurt Hartman.,"Rifkin, L. (Lauren)",1,BOOK
27077,"Acting out : six one-act plays! : six Newbery stars! / featuring the playwrights, Avi ... [and others] ; edited by Justin Chanda.",,1,BOOK
27078,Book of Sith : secrets from the dark side / [text and annotations written by Daniel Wallace].,"Wallace, Daniel, 1970-",1,BOOK
27084,The midnight choir / Gene Kerrigan.,"Kerrigan, Gene",1,BOOK
27085,Crystal keepers / Brandon Mull.,"Mull, Brandon, 1974-",1,BOOK
27086,"X-Men first class. [Vol. 1] / writer, Jeff Parker ; penciler, Roger Cruz ; inkers, Victor Olazaba & Roger Cruz.","Parker, Jeff, 1966-",1,BOOK
27089,Forgotten / Cat Patrick.,"Patrick, Cat",1,BOOK
27095,Kiss my math : showing pre-algebra who's boss / Danica McKellar.,"McKellar, Danica",1,BOOK
27106,"Seed bead fusion : 18 projects to stitch, wire & string / Rachel Nelson-Smith.","Nelson-Smith, Rachel",1,BOOK
27111,The Yule Tomte and the little rabbits : a Christmas story for advent / Ulf Stark ; and [illustrated by] Eva Eriksson ; [translated by Susan Beard].,"Stark, Ulf, 1944-2017,",1,BOOK
27127,Creative walls : how to display and enjoy your treasured collections / Geraldine James.,"James, Geraldine",1,BOOK
27129,Like eating a stone: surviving the past in Bosnia / Wojciech Tochman ; translated by Anotnia Lloyd-Jones.,"Tochman, Wojciech",1,BOOK
26993,The haunted monastery / Robert Van Gulik.,"Gulik, Robert Hans van, 1910-1967",1,BOOK
26991,Satellite people / Hans Olav Lahlum ; translated from the Norwegian by Kari Dickson.,"Lahlum, Hans Olav, 1973-",1,BOOK
27389,"The golden lands : Cambodia, Indonesia, Laos, Myanmar, Thailand & Vietnam / Vikram Lall ; editorial direction Joan Foo Mahony.","Lall, Vikram",1,BOOK
26989,Rickles' book / Don Rickles with David Ritz.,"Rickles, Don",1,BOOK
26879,"Writing with intent : essays, reviews, personal prose, 1983-2005 / Margaret Atwood.","Atwood, Margaret, 1939-",1,BOOK
26880,On becoming a novelist / John Gardner ; foreword by Raymond Carver.,"Gardner, John, 1933-1982",1,BOOK
26882,Roses in moonlight / Lynn Kurland.,"Kurland, Lynn",1,BOOK
26886,"Mining cultures : men, women, and leisure in Butte, 1914-41 / Mary Murphy.","Murphy, Mary, 1953-",1,BOOK
26888,The women / Hilton Als.,"Als, Hilton",1,BOOK
26891,"Du zi li you ge huo che zhan / [De] Lusiman Anna, zhu/hui ; [De] Shuerci Shidifen, hui ; Zhang Zhen, yi.","Russelmann, Anna",1,BOOK
26892,"Side splitters : over 600 funtastic jokes and riddles / from the Laugh Factory ; [illustrations, Anthony Owsley].",,1,BOOK
26895,"1,2,3 moose : a counting book / photographs by Art Wolfe ; text by Andrea Helman.","Helman, Andrea",1,BOOK
26896,How it happens at the building site / by Jenna Anderson ; photographs by Bob and Diane Wolfe.,"Anderson, Jenna, 1977-",1,BOOK
26903,The sugar ball / Helen Perelman ; illustrated by Erica-Jane Waters.,"Perelman, Helen",1,BOOK
26911,Fidelity / Jan Fedarcyk.,"Fedarcyk, Jan",1,BOOK
26912,Dinner at eight : a play in three acts / by George S. Kaufman and Edna Ferber.,"Kaufman, George S. (George Simon), 1889-1961",1,BOOK
26917,"Un osito en la nieve / Tony Mitton, Alison Brown ; traducción al español Ana Galán.","Mitton, Tony",1,BOOK
26921,Sheng jing gu shi / Mali Baqiele yuan zhu ; Ji Kangbao gai bian ; Liu Zhenjun hui tu.,"Batchelor, Mary",1,BOOK
26930,"African exploits : the diaries of William Stairs, 1887-1892 / [edited by] Roy MacLaren.","Stairs, William G.",1,BOOK
26933,Canal House cooks every day / Hamilton & Hirsheimer.,"Hamilton, Melissa",1,BOOK
26945,"Shen Shanjiong zi shu = The autobiography of San-chun Shen / Shen Shanjiong, shu ; Xiong Wei min, zheng li.","Shen, Shanjiong, 1917-",1,BOOK
26948,"Manual para manejar la ira y el conflicto : una guía para padres y maestros de jóvenes temperamentales / Thomas Crum, Judith Warner, Christine Steerman.","Crum, Thomas F.",1,BOOK
26950,Chocolate-covered Katie : over 80 delicious recipes that are secretly good for you / Katie Higgins.,"Higgins, Katie",1,BOOK
26967,The fall of Moscow station : a novel / Mark Henshaw.,"Henshaw, Mark, 1970-",1,BOOK
26970,The bamboozlers / Michael de Guzman.,"De Guzman, Michael",1,BOOK
26972,"Heligoland : Britain, Germany, and the struggle for the North Sea / Jan Rüger.","Rüger, Jan",1,BOOK
26974,Southeast Indians / Andrew Santella.,"Santella, Andrew",1,BOOK
26976,Fall.,,1,BOOK
26984,"The Cheap Bastard's guide to Portland, Oregon : secrets of living the good life--for less! / Rachel Dresbeck.","Dresbeck, Rachel",1,BOOK
27133,"Fight diabetes with vitamins and antioxidants / Kedar N. Prasad, Ph.D.","Prasad, Kedar N.",1,BOOK
27138,Every tongue got to confess : Negro folk-tales from the Gulf states / Zora Neale Hurston ; foreword by John Edgar Wideman ; edited and with an introduction by Carla Kaplan.,"Hurston, Zora Neale",1,BOOK
27140,Kwanʾgye / An To-hyŏn chiŭm.,"An, To-hyŏn",1,BOOK
27141,Día a día : el ciclo de la vida / texto de Eun-hee Lee ; ilustraciónes de Eun-hwa Jo. ; tracucción So-yon Yoo.,"Lee, Eun-hee",1,BOOK
27254,"Life reimagined : discovering your new life possibilities / Richard J. Leider, Alan M. Webber.","Leider, Richard",1,BOOK
27261,"What's the matter, Bunny Blue? / Nicola Smee.","Smee, Nicola",1,BOOK
27266,"Reckless! : how debt, deregulation, and dark money nearly bankrupted America (and how we can fix it!) / Byron L. Dorgan.","Dorgan, Byron L.",1,BOOK
27280,Against the sky / Kat Martin.,"Martin, Kat",1,BOOK
27283,The dead in their vaulted arches / Alan Bradley.,"Bradley, C. Alan, 1938-",1,BOOK
27287,"The myth of independence : how Congress governs the Federal Reserve / Sarah Binder, Mark Spindel.","Binder, Sarah A.",1,BOOK
27289,Maker projects for kids who love music / Rebecca Sjonger.,"Sjonger, Rebecca",1,BOOK
27290,The Middle Ages : an illustrated history / Barbara A. Hanawalt.,"Hanawalt, Barbara A., 1941-",1,BOOK
27295,"Dragonslayers : from Beowulf to St. George / author, Joseph A. McCullough ; illustrator, Peter Dennis.","McCullough, Joseph A.",1,BOOK
27297,Kidnapped / Robert Louis Stevenson ; illustrated by N.C. Wyeth.,"Stevenson, Robert Louis, 1850-1894",1,BOOK
27306,The short-cut cook book; a modern sampler of budget recipes and menus.,"Barber, Edith M. (Edith Michael), 1892-",1,BOOK
27331,Everybody was a baby once : and other poems / Allan Ahlberg ; [illustrator] Bruce Ingman.,"Ahlberg, Allan",1,BOOK
27341,On a train / by Robert M. Hamilton.,"Hamilton, Robert M., 1987-",1,BOOK
27349,Te doy gracias / adaptado por Josephine Page ; ilustrado por Caroline Jayne Church ; [translated by Eida de la Vega].,"Page, Josephine",1,BOOK
27352,"World without end : Spain, Philip II, and the first global empire / Hugh Thomas.","Thomas, Hugh, 1931-2017",1,BOOK
27358,Trail of broken wings / Sejal Badani.,"Badani, Sejal",1,BOOK
27366,Sexual fluidity : understanding women's love and desire / Lisa M. Diamond.,"Diamond, Lisa M. (Lisa Michelle)",1,BOOK
27367,Dark dreams : the story of Stephen King / Nancy Whitelaw.,"Whitelaw, Nancy",1,BOOK
27368,Deception Cove / Jayne Castle.,"Castle, Jayne",1,BOOK
27370,Opening a restaurant or other food business starter kit : how to prepare a restaurant business plan & feasibility study : with companion CD-ROM / Sharon Fullen.,"Fullen, Sharon L.",1,BOOK
27375,Maimonides : the life and world of one of civilization's greatest minds / Joel L. Kraemer,"Kraemer, Joel L.",1,BOOK
27378,"Oh my goddess! 2 / story and art by Kosuke Fujishima ; translation by Dana Lewis, Alan Gleason, and Toren Smith ; lettering and touch-up by Susie Lee and Betty Dong with Tom2K.","Fujishima, Kōsuke",1,BOOK
27383,My wild life : a memoir of adventures within America's national parks / Roland H. Wauer ; foreword by Jonathan B. Jarvis.,"Wauer, Roland H.",1,BOOK
27384,"Essays that will get you into business school / Adrienne Dowhan, Chris Dowhan, Daniel Kaufman.","Dowhan, Adrienne",1,BOOK
27387,Prince Valiant. Vol. 10. 1955-1956 / by Hal Foster.,"Foster, Harold R. (Harold Rudolf), 1892-1982,",1,BOOK
27249,Njal's saga / translated with introduction and notes by Robert Cook.,,1,BOOK
27248,"The good housekeeping cookbook : 1,275 recipes from America's favorite test kitchen / edited by Susan Westmoreland.",,1,BOOK
27242,"Idylls of the king / Alfred, Lord Tennyson ; edited by J.M. Gray.","Tennyson, Alfred Tennyson, Baron, 1809-1892",1,BOOK
27192,Garden of shadows / by V.C. Andrews.,"Andrews, V. C. (Virginia C.)",1,BOOK
27149,"Hideyuki Kikuchi's vampire hunter D. Volume 1 / adapted and illustrated by Saiko Takaki ; translation, Earl Gertwagen ; lettering, Geoff Porter.","Takaki, Saiko",1,BOOK
27150,Pandora hearts. 17 / Jun Mochizuki ; translation: Tomo Kimura ; lettering: Alexis Eckerman.,"Mochizuki, Jun",1,BOOK
27153,Faithless / by Karin Slaughter.,"Slaughter, Karin, 1971-",1,BOOK
27154,"Sleeping Beauty, magic master : a graphic novel / by Stephanie True Peters ; illustrated by Alex Lopez.","Peters, Stephanie True, 1965-",1,BOOK
27155,"Argentina / this edition written and researched by Sandra Bao, Gregor Clark, Carolyn McCarthy, Andy Symington, Lucas Vidgen.","Bao, Sandra",1,BOOK
27157,The inner dream : Céline as novelist / J. H. Matthews.,"Matthews, J. H.",1,BOOK
27165,Monsters / by Judith Herbst.,"Herbst, Judith",1,BOOK
27176,The primal teen : what the new discoveries about the teenage brain tell us about our kids / Barbara Strauch.,"Strauch, Barbara",1,BOOK
27177,Owls / Tom Warhol.,"Warhol, Tom",1,BOOK
27180,Murder in retribution / Anne Cleeland.,"Cleeland, Anne",1,BOOK
27189,DIY stamped metal jewelry : from monogrammed pendants to embossed bracelets--30 easy jewelry pieces from HappyHourProjects.com! / Adrianne Surian.,"Surian, Adrianne",1,BOOK
27195,"Women in space : 23 stories of first flights, scientific missions, and gravity-breaking adventures / Karen Bush Gibson.","Gibson, Karen Bush",1,BOOK
27239,Birds of Costa Rica : a field guide / Carrol L. Henderson ; with photographs by the author ; illustrations by Steve Adams ; foreword by Alexander F. Skutch.,"Henderson, Carrol L.",1,BOOK
27196,Everything is its own reward / Paul Madonna.,"Madonna, Paul, 1972-",1,BOOK
27199,The worst witch saves the day / Jill Murphy.,"Murphy, Jill, 1949-",1,BOOK
27204,Between you and me / Jennifer Gracen.,"Gracen, Jennifer",1,BOOK
27209,Visual strategies : a practical guide to graphics for scientists & engineers / Felice C. Frankel & Angela H. DePace.,"Frankel, Felice",1,BOOK
27213,Girls will be girls : raising confident and courageous daughters / JoAnn Deak with Teresa Barker.,"Deak, JoAnn M.",1,BOOK
27226,"The world's best street food : where to find it & how to make it / [authors, Tom Parker Bowles ... [and others].",,1,BOOK
27227,New fashion illustrations : how to draw a figure / Kojirō Kumagai ; translation by Manpower Japan Co.,"Kumagai, Kojirō, 1941-",1,BOOK
27228,"Cool tech : gadgets, games, robots, and the digital world / written by Clive Gifford ; consultant, Mike Goldsmith.","Gifford, Clive",1,BOOK
27229,Death of a dyer / Eleanor Kuhns.,"Kuhns, Eleanor",1,BOOK
27232,Seconds away / Harlan Coben.,"Coben, Harlan, 1962-",1,BOOK
27236,"Familiar poems, annotated / Isaac Asimov.",,1,BOOK
27894,Sir Cumference and the Great Knight of Angleland : a math adventure / by Cindy Neuschwander ; illustrated by Wayne Geehan.,"Neuschwander, Cindy",1,BOOK
27897,"Earringology : how to make dangles, drops, chandeliers & more / Candie Cooper.","Cooper, Candie, 1979-",1,BOOK
27898,Thomas the T. rex : the journey of a young dinosaur to Los Angeles / written by Michael Smith ; illustrated by Gayle Garner Roski.,"Smith, Michael, 1961-",1,BOOK
28559,Harris finds his feet / Catherine Rayner.,"Rayner, Catherine",1,BOOK
28566,The English duke / Karen Ranney.,"Ranney, Karen",1,BOOK
28568,House of the sleeping beauties and other stories / Yasunari Kawabata ; introduction by Yukio Mishima ; translated by Edward Seidensticker.,"Kawabata, Yasunari, 1899-1972",1,BOOK
28569,The history of great things : a novel / Elizabeth Crane.,"Crane, Elizabeth, 1961-",1,BOOK
28573,"Revolutionary mothering : love on the front lines / [edited by] Alexis Pauline Gumbs, China Martens, Mai'a Williams.",,1,BOOK
28575,Yoruga la tortuga y otros cuentos / por Dr. Seuss ; traducido por Yanitzia Canetti.,"Seuss, Dr.",1,BOOK
28579,"Houses for the 21st century / text editor, Geoffrey London ; general editor, Patrick Bingham-Hall; essays by Anoma Pieris ... [and others] ; photography by Patrick Bingham-Hall.",,1,BOOK
28580,"Black theater, U.S.A.; forty-five plays by Black Americans, 1847-1974. / James V. Hatch, editor. Ted Shine, consultant.","Hatch, James V. (James Vernon), 1928-",1,BOOK
28582,Beep and Bah / James Burks.,"Burks, James (James R.)",1,BOOK
28584,City of strangers : a novel / Louise Millar.,"Millar, Louise",1,BOOK
28589,"Hen pa : Zhang Cao ji duan pian / Zhang Cao, zhu.","Zhang, Cao, 1972-",1,BOOK
28591,Touchdown triumph / by Jake Maddox ; text by Brandon Terrell ; illustrated by Aburtov.,"Maddox, Jake",1,BOOK
28594,Neil Patrick Harris : choose your own autobiography / by Neil Patrick Harris ; as unshredded and pasted back together by David Javerbaum.,"Harris, Neil Patrick, 1973-",1,BOOK
28599,Arthur's nose / Marc Brown.,"Brown, Marc Tolon",1,BOOK
28601,Site planning and community design for great neighborhoods/ Frederick D. Jarvis.,"Jarvis, Frederick D., 1944-",1,BOOK
28603,Words for pictures : the art and business of writing comics and graphic novels / Brian Michael Bendis ; [foreword by Joe Quesada].,"Bendis, Brian Michael",1,BOOK
28609,Kaffe quilts again : : 20 favorite quilts in new colourways from Rowan / [Kaffe Fassett].,"Fassett, Kaffe",1,BOOK
28610,Pánico / Lauren Oliver ; traducción de Luis Noriega.,"Oliver, Lauren, 1982-",1,BOOK
28614,"Antony and Cleopatra / William Shakespeare ; edited, fully annotated, and introduced by Burton Raffel ; with an essay by Harold Bloom.","Shakespeare, William, 1564-1616",1,BOOK
28616,"Saucer country. [1], Run / Paul Cornell, writer ; Ryan Kelly, Jimmy Braxton, Goran Sudžuka, artists ; Giulia Brusco, Lee Loughridge, Cris Peter, colorists ; Sal Cipriano, letterer.","Cornell, Paul",1,BOOK
28617,Learn to program / Chris Pine.,"Pine, Chris",1,BOOK
28619,"Oishinbo, a la carte. Japanese cuisine / story by Tetsu Kariya ; art by Akira Hanasaki.","Kariya, Tetsu, 1941-",1,BOOK
28621,The story of mankind / by Hendrik Willem van Loon ; updated and introducted by Robert Sullivan.,"Van Loon, Hendrik Willem, 1882-1944",1,BOOK
28622,Willow / by Denise Brennan Nelson and Rosemarie Brennan ; illustrated by Cyd Moore.,"Brennan-Nelson, Denise",1,BOOK
28630,"Management 101 : from hiring and firing to imparting new skills, an essential guide to management strategies / Stephen Soundering.","Soundering, Stephen",1,BOOK
28633,A calm brain : unlocking your natural relaxation system / Gayatri Devi.,"Devi, Gayatri",1,BOOK
28561,"A primer on decision making : how decisions happen / James G. March, with the assistance of Chip Heath.","March, James G.",1,BOOK
28549,The edge effect : achieve total health and longevity with the balanced brain advantage / Eric R. Braverman.,"Braverman, Eric R.",1,BOOK
27902,Pink princess cupcakes / Barbara Beery ; photography by Zac Williams.,"Beery, Barbara, 1954-",1,BOOK
28548,"Masks & mobsters. Volume one / [Joshua Williamson, writer ; Mike S. Henderson (chapters 1-3, 5, 7, 10), Jason Copland (chapter 4), Justin Greenwood (chapter 6), Ryan Cody (chapter 8), Seth Damoose (chapter 9), artists ; Zen, lettering].","Williamson, Joshua",1,BOOK
28399,The opt-out revolt : why people are leaving companies to create kaleidoscope careers / Lisa A. Mainiero & Sherry E. Sullivan.,"Mainiero, Lisa A.",1,BOOK
28400,"Heroes, gods and monsters of the Greek myths / Bernard Evslin ; illustrated by William Hofmann.","Evslin, Bernard",1,BOOK
28404,The experts' guide to 100 things everyone should know how to do / created by Samantha Ettus.,"Ettus, Samantha",1,BOOK
28411,Nel paese delle parole / storie di Lodovica Cima ; illustrazioni di Chiara Fiorentino.,"Cima, Lodovica",1,BOOK
28413,Trekking in Peru : 50 of the best walks and hikes / Hilary Bradt ; updated by Kathy Jarvis and Mark Smith.,"Bradt, Hilary",1,BOOK
28416,Raggedy Andy stories : introducing the little rag brother of Raggedy Ann / by Johnny Gruelle.,"Gruelle, Johnny, 1880-1938,",1,BOOK
28419,"Surgeon X. [1], The path of most resistance / Sara Kenney, writer ; John Watkiss, artist ; James Delvin, colourist ; Jared K. Fletcher, letterer.","Kenney, Sara",1,BOOK
28420,Naked conversations : how blogs are changing the way businesses talk with customers / Robert Scoble and Shel Israel.,"Scoble, Robert, 1965-",1,BOOK
28421,Xxxholic. 10 / Clamp ; translated and adapted by William Flanagan ; lettered by Dana Hayward.,CLAMP (Mangaka group),1,BOOK
28428,Creature of chaos / written by Sarah Hines Stephens ; illustrated by Dan Schoening ; Wonder Woman created by William Moulton Marston.,"Hines-Stephens, Sarah",1,BOOK
28431,Something happened / by Joseph Heller.,"Heller, Joseph",1,BOOK
28444,From crime scene to courtroom : examining the mysteries behind famous cases / Cyril H. Wecht and Dawna Kaufmann.,"Wecht, Cyril H., 1931-",1,BOOK
28452,Where is Catkin? / Janet Lord ; illustrated by Julie Paschkis.,"Lord, Janet",1,BOOK
28453,We can get along : a child's book of choices / by Lauren Murphy Payne ; illustrations by Claudia Rohling.,"Payne, Lauren Murphy, 1956-",1,BOOK
28486,The music of Johannes Brahms / Bernard Jacobson.,"Jacobson, Bernard",1,BOOK
28497,Dream of Ding Village / Yan Lianke ; translated by Cindy Carter.,"Yan, Lianke, 1958-",1,BOOK
28499,Donna toki demo hito wa egao ni nareru / Watanabe Kazuko.,"Watanabe, Kazuko, 1927-2016",1,BOOK
28503,Composting / by Rebecca Pettiford.,"Pettiford, Rebecca",1,BOOK
28508,Bombay stories / Saadat Hasan Manto ; translated by Matt Reeck and Aftab Ahmad.,"Manṭo, Saʻādat Ḥasan, 1912-1955",1,BOOK
28519,My life on the plains. / Edited by Milo Milton Quaife.,"Custer, George A. (George Armstrong), 1839-1876",1,BOOK
28521,The canning season / Polly Horvath.,"Horvath, Polly",1,BOOK
28522,The world is round / Gertrude Stein ; pictures by Clement Hurd ; foreword by Thacher Hurd ; afterword by Edith Thacher Hurd.,"Stein, Gertrude, 1874-1946,",1,BOOK
28531,"Grief works : stories of life, death, and surviving / Julia Samuel.","Samuel, Julia",1,BOOK
28540,"Eyewitness travel Morocco / [contributors, Rachida Alaoui ... [and others]].",,1,BOOK
28547,All about market indicators / Michael Sincere.,"Sincere, Michael",1,BOOK
28640,The Roth revolution : pay taxes once and never again / James Lange ; [foreword by Ed Slott].,"Lange, James, 1956-",1,BOOK
28643,The power of the positive woman / Phyllis Schlafly.,"Schlafly, Phyllis",1,BOOK
28646,Mahjong / David Pritchard.,"Pritchard, D. Brine (David Brine)",1,BOOK
28647,Eat smart : what to eat in a day -- every day / Niomi Smart.,"Smart, Niomi.",1,BOOK
28783,"One piece. Vol. 13, It's all right! / story and art by Eiichiro Oda ; [English adaptation, Lance Caselman ; translation, JN Productions ; touch-up art & lettering, Vanessa Satone ; additional touch-up, Josh Simpson].","Oda, Eiichirō, 1975-",1,BOOK
28788,The church of mercy : a vision for the church / by Pope Francis.,"Francis, Pope, 1936-",1,BOOK
28793,Alchemical studies / C.G. Jung ; translated by R.F.C. Hull.,"Jung, C. G. (Carl Gustav), 1875-1961",1,BOOK
28795,"Beautiful creatures / [Kami Garcia & Margaret Stohl ; adaptation and illustration, Cassandra Jean ; lettering, Abigail Blackman].",Cassandra Jean,1,BOOK
28798,Sacajawea of the Shoshone / by Natasha Yim ; illustrated by Albert Nguyen.,"Yim, Natasha",1,BOOK
28800,Sacred games / Gary Corby.,"Corby, Gary",1,BOOK
28805,100 days in the San Juans / by June Burn ; edited by Theresa Morrow and Nancy Prindle.,"Burn, June, 1893-1969",1,BOOK
28809,Marco Polo : the journey that changed the world / John Man.,"Man, John, 1941-",1,BOOK
28821,"The bombers and the bombed : Allied air war over Europe, 1940-1945 / Richard Overy.","Overy, R. J.",1,BOOK
28827,King Stork. / Illustrated by Trina Schart Hyman.,"Pyle, Howard, 1853-1911",1,BOOK
28829,"Marvels / [writer, Kurt Busiek ; artist, Alex Ross ; letterer, Richard Starkings].","Busiek, Kurt",1,BOOK
28837,Autumn / David Moody.,"Moody, David, 1970-",1,BOOK
28839,Chasing Lady Amelia / Maya Rodale.,"Rodale, Maya",1,BOOK
28849,Soldier dog / Sam Angus.,"Angus, Sam",1,BOOK
28852,Cat whys / Lila Prap.,"Prap, Lila, 1955-",1,BOOK
28853,Never play music right next to the zoo / John Lithgow ; illustrated by Leeza Hernandez.,"Lithgow, John, 1945-",1,BOOK
28855,"Chinese glazes : their origins, chemistry, and recreation / Nigel Wood.","Wood, Nigel.",1,BOOK
28860,Ghosts of Wyoming : stories / Alyson Hagy.,"Hagy, Alyson Carol",1,BOOK
28865,Murder at the Lanterne Rouge / Cara Black.,"Black, Cara, 1951-",1,BOOK
28870,Extraordinary chickens / Stephen Green-Armytage.,"Green-Armytage, Stephen",1,BOOK
28872,Recess at 20 below / Cindy Lou Aillaud.,"Aillaud, Cindy Lou, 1955-",1,BOOK
28874,Hooray for summer! / Kazuo Iwamura.,"Iwamura, Kazuo, 1939-",1,BOOK
28876,"You & your aging parent : a family guide to emotional, social, health, and financial problems / Barbara Silverstone, Helen Kandel Hyman ; with commentary by Bob Morris ; and with special contributions by Kim Waller and Penny Schwartz.","Silverstone, Barbara, 1931-",1,BOOK
28878,The Whites : a novel / Richard Price writing as Harry Brandt.,"Brandt, Harry, 1949-",1,BOOK
28882,Beyond the flannel board : story-retelling strategies across the curriculum / M. Susan McWilliams.,"McWilliams, M. Susan",1,BOOK
28782,A pod of killer whales : the mysterious life of the intelligent orca / by Vicki León.,"León, Vicki",1,BOOK
28778,The raft / Fred Strydom.,"Strydom, Fred",1,BOOK
28776,I remember you : a ghost story / Yrsa Sigurdardóttir ; translated from the Icelandic by Philip Roughton.,Yrsa Sigurðardóttir,1,BOOK
28721,Boundary: the last summer / Andrée A. Michaud ; translated from the French by Donald Winkler.,"Michaud, Andrée A., 1957-",1,BOOK
28652,Stranded / Bracken McLeod.,"MacLeod, Bracken",1,BOOK
28654,A mad desire to dance : a novel / Elie Wiesel ; translated from the French by Catherine Temerson.,"Wiesel, Elie, 1928-2016",1,BOOK
28656,Pavilion of women / Pearl S. Buck.,"Buck, Pearl S. (Pearl Sydenstricker), 1892-1973",1,BOOK
28657,"The God effect : quantum entanglement, science's strangest phenomenon / Brian Clegg.","Clegg, Brian",1,BOOK
